asset,price_opened,price_closed,transdate,Daily Rt %,Daily STD %,Annual STD %
VN30F1M,1513.5,1516.0,27/12/2021,,,
VN30F1M,1488.0,1509.0,24/12/2021,,,
VN30F1M,1506.7,1488.2,23/12/2021,,,
VN30F1M,1515.6,1508.0,22/12/2021,,,
VN30F1M,1511.0,1512.5,21/12/2021,,,
VN30F1M,1512.0,1508.0,20/12/2021,,,
VN30F1M,1514.0,1520.0,17/12/2021,,,
VN30F1M,1525.5,1510.0,16/12/2021,,,
VN30F1M,1518.5,1520.1,15/12/2021,,,
VN30F1M,1523.9,1518.5,14/12/2021,,,
VN30F1M,1526.9,1525.9,13/12/2021,,,
VN30F1M,1531.0,1520.5,10/12/2021,,,
VN30F1M,1512.8,1532.0,9/12/2021,,,
VN30F1M,1515.7,1511.0,8/12/2021,,,
VN30F1M,1490.0,1512.0,7/12/2021,,,
VN30F1M,1508.1,1480.2,6/12/2021,,,
VN30F1M,1545.0,1509.0,3/12/2021,,,
VN30F1M,1549.9,1540.0,2/12/2021,,,
VN30F1M,1536.9,1553.9,1/12/2021,,,
VN30F1M,1556.0,1537.1,30/11/2021,,,
VN30F1M,1548.0,1551.9,29/11/2021,,,
VN30F1M,1564.6,1556.7,26/11/2021,,,
VN30F1M,1564.5,1566.6,25/11/2021,,,
VN30F1M,1533.5,1562.1,24/11/2021,,,
VN30F1M,1512.6,1528.9,23/11/2021,,,
VN30F1M,1503.6,1512.5,22/11/2021,,,
VN30F1M,1505.8,1502.5,19/11/2021,,,
VN30F1M,1521.9,1504.1,18/11/2021,,,
VN30F1M,1516.1,1520.4,17/11/2021,,,
VN30F1M,1527.8,1517.3,16/11/2021,,,
VN30F1M,1533.0,1527.8,15/11/2021,,,
VN30F1M,1514.6,1530.7,12/11/2021,,,
VN30F1M,1527.6,1513.0,11/11/2021,,,
VN30F1M,1525.0,1529.3,10/11/2021,,,
VN30F1M,1538.0,1525.5,9/11/2021,,,
VN30F1M,1537.6,1537.7,8/11/2021,,,
VN30F1M,1529.3,1535.1,5/11/2021,,,
VN30F1M,1530.5,1529.8,4/11/2021,,,
VN30F1M,1524.4,1528.5,3/11/2021,,,
VN30F1M,1522.0,1524.1,2/11/2021,,,
VN30F1M,1535.0,1522.7,1/11/2021,,,
VN30F1M,1532.0,1533.7,29/10/2021,,,
VN30F1M,1523.3,1532.3,28/10/2021,,,
VN30F1M,1488.3,1523.3,27/10/2021,,,
VN30F1M,1477.0,1489.0,26/10/2021,,,
VN30F1M,1495.0,1478.0,25/10/2021,,,
VN30F1M,1495.2,1491.7,22/10/2021,,,
VN30F1M,1507.2,1489.0,21/10/2021,,,
VN30F1M,1513.0,1504.0,20/10/2021,,,
VN30F1M,1511.1,1510.6,19/10/2021,,,
VN30F1M,1505.1,1510.5,18/10/2021,,,
VN30F1M,1510.0,1504.5,15/10/2021,,,
VN30F1M,1508.5,1505.9,14/10/2021,,,
VN30F1M,1513.0,1503.1,13/10/2021,,,
VN30F1M,1513.5,1510.0,12/10/2021,,,
VN30F1M,1475.5,1513.5,11/10/2021,,,
VN30F1M,1458.0,1474.5,8/10/2021,,,
VN30F1M,1457.4,1454.8,7/10/2021,,,
VN30F1M,1451.2,1452.0,6/10/2021,,,
VN30F1M,1437.9,1449.0,5/10/2021,,,
VN30F1M,1441.0,1440.3,4/10/2021,,,
VN30F1M,1441.0,1440.8,1/10/2021,,,
VN30F1M,1451.0,1452.0,30/09/2021,,,
VN30F1M,1449.1,1449.2,29/09/2021,,,
VN30F1M,1430.0,1454.4,28/09/2021,,,
VN30F1M,1452.3,1434.0,27/09/2021,,,
VN30F1M,1454.6,1449.9,24/09/2021,,,
VN30F1M,1447.8,1450.0,23/09/2021,,,
VN30F1M,1441.4,1440.8,22/09/2021,,,
VN30F1M,1446.0,1440.0,21/09/2021,,,
VN30F1M,1460.0,1452.0,20/09/2021,,,
VN30F1M,1444.3,1456.8,17/09/2021,,,
VN30F1M,1447.9,1449.8,16/09/2021,,,
VN30F1M,1437.5,1447.5,15/09/2021,,,
VN30F1M,1441.0,1436.5,14/09/2021,,,
VN30F1M,1445.3,1442.0,13/09/2021,,,
VN30F1M,1447.2,1447.1,10/9/2021,,,
VN30F1M,1430.7,1446.0,9/9/2021,,,
VN30F1M,1441.7,1431.1,8/9/2021,,,
VN30F1M,1445.2,1441.0,7/9/2021,,,
VN30F1M,1433.8,1444.6,6/9/2021,,,
VN30F1M,1427.1,1428.6,1/9/2021,,,
VN30F1M,1433.1,1427.0,31/08/2021,,,
VN30F1M,1423.0,1432.9,30/08/2021,,,
VN30F1M,1409.5,1420.0,27/08/2021,,,
VN30F1M,1430.4,1406.7,26/08/2021,,,
VN30F1M,1417.8,1431.5,25/08/2021,,,
VN30F1M,1415.0,1415.1,24/08/2021,,,
VN30F1M,1444.4,1411.2,23/08/2021,,,
VN30F1M,1492.8,1443.7,20/08/2021,,,
VN30F1M,1493.0,1500.0,19/08/2021,,,
VN30F1M,1495.0,1490.9,18/08/2021,,,
VN30F1M,1507.8,1493.0,17/08/2021,,,
VN30F1M,1485.2,1503.0,16/08/2021,,,
VN30F1M,1480.0,1485.0,13/08/2021,,,
VN30F1M,1486.9,1477.1,12/8/2021,,,
VN30F1M,1496.0,1486.0,11/8/2021,,,
VN30F1M,1501.2,1494.1,10/8/2021,,,
VN30F1M,1469.9,1500.5,9/8/2021,,,
VN30F1M,1487.3,1472.9,6/8/2021,,,
VN30F1M,1468.0,1487.1,5/8/2021,,,
VN30F1M,1473.0,1470.9,4/8/2021,,,
VN30F1M,1449.7,1475.0,3/8/2021,,,
VN30F1M,1446.6,1447.9,2/8/2021,,,
VN30F1M,1430.6,1445.0,30/07/2021,,,
VN30F1M,1416.0,1431.1,29/07/2021,,,
VN30F1M,1405.1,1407.8,28/07/2021,,,
VN30F1M,1413.0,1405.3,27/07/2021,,,
VN30F1M,1399.9,1408.1,26/07/2021,,,
VN30F1M,1424.8,1401.0,23/07/2021,,,
VN30F1M,1404.6,1427.1,22/07/2021,,,
VN30F1M,1411.0,1402.0,21/07/2021,,,
VN30F1M,1374.0,1405.0,20/07/2021,,,
VN30F1M,1414.8,1368.0,19/07/2021,,,
VN30F1M,1435.1,1440.0,16/07/2021,,,
VN30F1M,1410.8,1431.8,15/07/2021,,,
VN30F1M,1448.5,1409.0,14/07/2021,,,
VN30F1M,1442.0,1446.9,13/07/2021,,,
VN30F1M,1503.0,1443.9,12/7/2021,,,
VN30F1M,1509.0,1497.0,9/7/2021,,,
VN30F1M,1532.5,1513.0,8/7/2021,,,
VN30F1M,1515.0,1535.0,7/7/2021,,,
VN30F1M,1566.0,1501.0,6/7/2021,,,
VN30F1M,1560.0,1568.0,5/7/2021,,,
VN30F1M,1551.0,1556.1,2/7/2021,,,
VN30F1M,1532.0,1549.0,1/7/2021,,,
VN30F1M,1534.1,1529.2,30/06/2021,,,
VN30F1M,1524.1,1533.9,29/06/2021,,,
VN30F1M,1509.1,1523.8,28/06/2021,,,
VN30F1M,1496.5,1505.0,25/06/2021,,,
VN30F1M,1497.6,1488.0,24/06/2021,,,
VN30F1M,1492.5,1490.4,23/06/2021,,,
VN30F1M,1484.8,1490.4,22/06/2021,,,
VN30F1M,1476.0,1474.1,21/06/2021,,,
VN30F1M,1470.0,1485.0,18/06/2021,,,
VN30F1M,1462.0,1463.9,17/06/2021,,,
VN30F1M,1490.7,1468.9,16/06/2021,,,
VN30F1M,1498.1,1491.0,15/06/2021,,,
VN30F1M,1494.2,1497.5,14/06/2021,,,
VN30F1M,1458.9,1493.2,11/6/2021,,,
VN30F1M,1460.9,1453.0,10/6/2021,,,
VN30F1M,1439.9,1459.0,9/6/2021,,,
VN30F1M,1488.1,1429.9,8/6/2021,,,
VN30F1M,1507.0,1485.0,7/6/2021,,,
VN30F1M,1504.6,1505.9,4/6/2021,,,
VN30F1M,1486.5,1504.0,3/6/2021,,,
VN30F1M,1487.5,1481.8,2/6/2021,,,
VN30F1M,1485.0,1487.6,1/6/2021,,,
VN30F1M,1459.9,1479.5,31/05/2021,,,
VN30F1M,1434.2,1462.5,28/05/2021,,,
VN30F1M,1453.0,1430.0,27/05/2021,,,
VN30F1M,1439.0,1453.0,26/05/2021,,,
VN30F1M,1427.0,1438.0,25/05/2021,,,
VN30F1M,1415.0,1426.0,24/05/2021,,,
VN30F1M,1412.4,1414.0,21/05/2021,,,
VN30F1M,1407.1,1425.0,20/05/2021,,,
VN30F1M,1373.3,1404.9,19/05/2021,,,
VN30F1M,1371.9,1375.0,18/05/2021,,,
VN30F1M,1382.1,1367.0,17/05/2021,,,
VN30F1M,1372.2,1374.0,14/05/2021,,,
VN30F1M,1376.0,1363.9,13/05/2021,,,
VN30F1M,1347.5,1382.1,12/5/2021,,,
VN30F1M,1373.5,1350.1,11/5/2021,,,
VN30F1M,1323.2,1375.0,10/5/2021,,,
VN30F1M,1336.2,1323.8,7/5/2021,,,
VN30F1M,1340.6,1336.5,6/5/2021,,,
VN30F1M,1323.2,1335.9,5/5/2021,,,
VN30F1M,1278.0,1320.0,4/5/2021,,,
VN30F1M,1285.0,1301.0,29/04/2021,,,
VN30F1M,1268.0,1275.0,28/04/2021,,,
VN30F1M,1253.0,1265.0,27/04/2021,,,
VN30F1M,1297.0,1254.0,26/04/2021,,,
VN30F1M,1260.9,1296.7,23/04/2021,,,
VN30F1M,1301.0,1261.2,22/04/2021,,,
VN30F1M,1316.0,1300.0,20/04/2021,,,
VN30F1M,1276.0,1312.0,19/04/2021,,,
VN30F1M,1283.5,1273.5,16/04/2021,,,
VN30F1M,1294.8,1283.9,15/04/2021,,,
VN30F1M,1268.0,1292.0,14/04/2021,,,
VN30F1M,1280.2,1271.0,13/04/2021,,,
VN30F1M,1260.0,1274.6,12/4/2021,,,
VN30F1M,1244.8,1251.9,9/4/2021,,,
VN30F1M,1253.1,1243.2,8/4/2021,,,
VN30F1M,1249.5,1252.0,7/4/2021,,,
VN30F1M,1256.8,1252.1,6/4/2021,,,
VN30F1M,1241.0,1257.0,5/4/2021,,,
VN30F1M,1241.0,1234.0,2/4/2021,,,
VN30F1M,1193.0,1235.5,1/4/2021,,,
VN30F1M,1192.5,1191.9,31/03/2021,,,
VN30F1M,1182.8,1191.2,30/03/2021,,,
VN30F1M,1176.8,1183.0,29/03/2021,,,
VN30F1M,1164.2,1173.0,26/03/2021,,,
VN30F1M,1172.0,1162.0,25/03/2021,,,
VN30F1M,1178.5,1170.9,24/03/2021,,,
VN30F1M,1195.7,1184.5,23/03/2021,,,
VN30F1M,1207.6,1192.4,22/03/2021,,,
VN30F1M,1203.9,1208.0,19/03/2021,,,
VN30F1M,1204.1,1211.5,18/03/2021,,,
VN30F1M,1184.1,1197.8,17/03/2021,,,
VN30F1M,1191.1,1186.2,16/03/2021,,,
VN30F1M,1189.0,1188.8,15/03/2021,,,
VN30F1M,1192.9,1190.0,12/3/2021,,,
VN30F1M,1185.0,1191.3,11/3/2021,,,
VN30F1M,1161.9,1178.9,10/3/2021,,,
VN30F1M,1165.1,1158.5,9/3/2021,,,
VN30F1M,1180.6,1165.0,8/3/2021,,,
VN30F1M,1168.9,1169.0,5/3/2021,,,
VN30F1M,1195.9,1181.3,4/3/2021,,,
VN30F1M,1192.2,1199.5,3/3/2021,,,
VN30F1M,1198.1,1194.0,2/3/2021,,,
VN30F1M,1183.5,1193.0,1/3/2021,,,
VN30F1M,1161.8,1174.0,26/02/2021,,,
VN30F1M,1177.0,1182.0,25/02/2021,,,
VN30F1M,1191.3,1162.0,24/02/2021,,,
VN30F1M,1178.1,1186.4,23/02/2021,,,
VN30F1M,1182.4,1173.1,22/02/2021,,,
VN30F1M,1176.0,1178.0,19/02/2021,,,
VN30F1M,1183.0,1187.3,18/02/2021,,,
VN30F1M,1140.5,1176.6,17/02/2021,,,
VN30F1M,1100.0,1130.3,9/2/2021,,,
VN30F1M,1138.2,1092.0,8/2/2021,,,
VN30F1M,1125.0,1139.9,5/2/2021,,,
VN30F1M,1126.6,1115.0,4/2/2021,,,
VN30F1M,1100.2,1124.9,3/2/2021,,,
VN30F1M,1039.0,1092.0,2/2/2021,,,
VN30F1M,1065.0,1030.0,1/2/2021,,,
VN30F1M,974.0,1076.9,29/01/2021,,,
VN30F1M,1050.0,1006.5,28/01/2021,,,
VN30F1M,1127.5,1082.2,27/01/2021,,,
VN30F1M,1171.8,1133.0,26/01/2021,,,
VN30F1M,1172.0,1173.1,25/01/2021,,,
VN30F1M,1183.0,1173.5,22/01/2021,,,
VN30F1M,1128.8,1150.7,21/01/2021,,,
VN30F1M,1110.0,1125.0,20/01/2021,,,
VN30F1M,1178.0,1104.8,19/01/2021,,,
VN30F1M,1193.1,1177.0,18/01/2021,,,
VN30F1M,1191.3,1190.5,15/01/2021,,,
VN30F1M,1190.8,1188.9,14/01/2021,,,
VN30F1M,1195.0,1192.0,13/01/2021,,,
VN30F1M,1197.9,1191.9,12/1/2021,,,
VN30F1M,1180.9,1193.1,11/1/2021,,,
VN30F1M,1146.7,1176.6,8/1/2021,,,
VN30F1M,1134.8,1143.5,7/1/2021,,,
VN30F1M,1116.5,1125.0,6/1/2021,,,
VN30F1M,1106.5,1111.0,5/1/2021,,,
VN30F1M,1091.0,1109.4,4/1/2021,,,
VN30F1M,1072.4,1083.9,31/12/2020,,,
VN30F1M,1066.0,1070.1,30/12/2020,,,
VN30F1M,1066.0,1067.1,29/12/2020,,,
VN30F1M,1069.5,1066.0,28/12/2020,,,
VN30F1M,1045.0,1064.9,25/12/2020,,,
VN30F1M,1058.5,1042.6,24/12/2020,,,
VN30F1M,1063.0,1055.0,23/12/2020,,,
VN30F1M,1057.0,1060.3,22/12/2020,,,
VN30F1M,1043.2,1057.0,21/12/2020,,,
VN30F1M,1026.0,1043.5,18/12/2020,,,
VN30F1M,1025.0,1016.3,17/12/2020,,,
VN30F1M,1018.6,1028.0,16/12/2020,,,
VN30F1M,1026.5,1014.7,15/12/2020,,,
VN30F1M,1012.1,1026.0,14/12/2020,,,
VN30F1M,1003.0,1008.1,11/12/2020,,,
VN30F1M,1007.5,1002.0,10/12/2020,,,
VN30F1M,995.0,1008.0,9/12/2020,,,
VN30F1M,994.4,993.0,8/12/2020,,,
VN30F1M,989.5,994.5,7/12/2020,,,
VN30F1M,989.2,987.0,4/12/2020,,,
VN30F1M,980.1,988.0,3/12/2020,,,
VN30F1M,979.5,979.0,2/12/2020,,,
VN30F1M,960.5,980.3,1/12/2020,,,
VN30F1M,975.5,966.0,30/11/2020,,,
VN30F1M,970.2,974.5,27/11/2020,,,
VN30F1M,959.9,970.2,26/11/2020,,,
VN30F1M,966.2,960.0,25/11/2020,,,
VN30F1M,960.9,964.0,24/11/2020,,,
VN30F1M,952.9,959.4,23/11/2020,,,
VN30F1M,950.1,952.4,20/11/2020,,,
VN30F1M,935.9,944.2,19/11/2020,,,
VN30F1M,938.0,936.0,18/11/2020,,,
VN30F1M,918.0,938.0,17/11/2020,,,
VN30F1M,941.0,916.9,16/11/2020,,,
VN30F1M,927.1,935.9,13/11/2020,,,
VN30F1M,921.0,927.9,12/11/2020,,,
VN30F1M,922.5,921.4,11/11/2020,,,
VN30F1M,934.5,921.0,10/11/2020,,,
VN30F1M,914.0,923.0,9/11/2020,,,
VN30F1M,911.2,908.3,6/11/2020,,,
VN30F1M,914.4,910.2,5/11/2020,,,
VN30F1M,908.3,912.3,4/11/2020,,,
VN30F1M,909.0,908.3,3/11/2020,,,
VN30F1M,900.1,904.0,2/11/2020,,,
VN30F1M,891.0,896.6,30/10/2020,,,
VN30F1M,892.0,887.5,29/10/2020,,,
VN30F1M,921.3,895.9,28/10/2020,,,
VN30F1M,926.9,920.0,27/10/2020,,,
VN30F1M,935.9,927.0,26/10/2020,,,
VN30F1M,927.0,935.0,23/10/2020,,,
VN30F1M,906.5,924.0,22/10/2020,,,
VN30F1M,913.8,908.5,21/10/2020,,,
VN30F1M,900.5,911.2,20/10/2020,,,
VN30F1M,898.0,903.4,19/10/2020,,,
VN30F1M,893.0,895.1,16/10/2020,,,
VN30F1M,898.0,899.2,15/10/2020,,,
VN30F1M,876.6,894.8,14/10/2020,,,
VN30F1M,874.0,876.4,13/10/2020,,,
VN30F1M,875.0,875.0,12/10/2020,,,
VN30F1M,869.3,871.6,9/10/2020,,,
VN30F1M,869.0,868.7,8/10/2020,,,
VN30F1M,867.2,867.0,7/10/2020,,,
VN30F1M,871.8,867.7,6/10/2020,,,
VN30F1M,866.8,868.8,5/10/2020,,,
VN30F1M,864.0,867.0,1/10/2020,,,
VN30F1M,855.0,859.8,30/09/2020,,,
VN30F1M,865.0,854.1,29/09/2020,,,
VN30F1M,858.2,862.9,28/09/2020,,,
VN30F1M,856.0,854.9,25/09/2020,,,
VN30F1M,850.0,853.1,24/09/2020,,,
VN30F1M,854.3,854.1,23/09/2020,,,
VN30F1M,846.3,850.0,22/09/2020,,,
VN30F1M,846.2,848.0,21/09/2020,,,
VN30F1M,834.9,846.3,18/09/2020,,,
VN30F1M,833.3,831.0,17/09/2020,,,
VN30F1M,832.1,834.6,16/09/2020,,,
VN30F1M,834.0,833.0,15/09/2020,,,
VN30F1M,832.1,834.0,14/09/2020,,,
VN30F1M,825.0,827.9,11/9/2020,,,
VN30F1M,831.4,823.5,10/9/2020,,,
VN30F1M,819.0,830.0,9/9/2020,,,
VN30F1M,824.8,829.5,8/9/2020,,,
VN30F1M,848.0,821.7,7/9/2020,,,
VN30F1M,838.6,844.8,4/9/2020,,,
VN30F1M,847.4,850.0,3/9/2020,,,
VN30F1M,821.7,837.4,1/9/2020,,,
VN30F1M,822.3,823.0,28/08/2020,,,
VN30F1M,812.5,813.2,26/08/2020,,,
VN30F1M,824.0,813.0,25/08/2020,,,
VN30F1M,801.1,815.5,24/08/2020,,,
VN30F1M,785.2,792.9,21/08/2020,,,
VN30F1M,789.6,785.0,20/08/2020,,,
VN30F1M,788.8,793.0,19/08/2020,,,
VN30F1M,794.0,788.0,18/08/2020,,,
VN30F1M,792.7,792.5,17/08/2020,,,
VN30F1M,798.7,793.5,14/08/2020,,,
VN30F1M,793.8,798.3,13/08/2020,,,
VN30F1M,783.0,791.0,12/8/2020,,,
VN30F1M,787.9,787.0,11/8/2020,,,
VN30F1M,787.2,782.4,10/8/2020,,,
VN30F1M,773.0,780.6,7/8/2020,,,
VN30F1M,777.6,776.0,6/8/2020,,,
VN30F1M,758.7,777.5,5/8/2020,,,
VN30F1M,758.0,762.0,4/8/2020,,,
VN30F1M,732.0,742.0,3/8/2020,,,
VN30F1M,718.0,725.0,31/07/2020,,,
VN30F1M,726.3,730.2,30/07/2020,,,
VN30F1M,728.0,720.7,29/07/2020,,,
VN30F1M,715.0,741.7,28/07/2020,,,
VN30F1M,746.0,711.6,27/07/2020,,,
VN30F1M,792.6,765.0,24/07/2020,,,
VN30F1M,793.5,797.1,23/07/2020,,,
VN30F1M,804.0,794.5,22/07/2020,,,
VN30F1M,799.0,805.0,21/07/2020,,,
VN30F1M,804.9,796.5,20/07/2020,,,
VN30F1M,811.0,807.9,17/07/2020,,,
VN30F1M,814.1,816.0,16/07/2020,,,
VN30F1M,815.0,817.0,15/07/2020,,,
VN30F1M,799.5,804.2,14/07/2020,,,
VN30F1M,811.0,803.0,13/07/2020,,,
VN30F1M,819.7,803.7,10/7/2020,,,
VN30F1M,801.9,815.2,9/7/2020,,,
VN30F1M,793.1,802.1,8/7/2020,,,
VN30F1M,797.8,794.0,7/7/2020,,,
VN30F1M,780.3,798.3,6/7/2020,,,
VN30F1M,774.8,772.8,3/7/2020,,,
VN30F1M,770.6,773.0,2/7/2020,,,
VN30F1M,755.9,768.6,1/7/2020,,,
VN30F1M,769.0,752.5,30/06/2020,,,
VN30F1M,776.7,763.0,29/06/2020,,,
VN30F1M,787.8,778.1,26/06/2020,,,
VN30F1M,776.2,781.0,25/06/2020,,,
VN30F1M,796.0,785.0,24/06/2020,,,
VN30F1M,791.1,796.0,23/06/2020,,,
VN30F1M,800.2,797.9,22/06/2020,,,
VN30F1M,790.0,798.6,19/06/2020,,,
VN30F1M,794.1,797.1,18/06/2020,,,
VN30F1M,798.8,800.7,17/06/2020,,,
VN30F1M,793.9,798.0,16/06/2020,,,
VN30F1M,796.5,775.0,15/06/2020,,,
VN30F1M,783.5,805.0,12/6/2020,,,
VN30F1M,833.9,795.0,11/6/2020,,,
VN30F1M,829.5,839.3,10/6/2020,,,
VN30F1M,836.5,827.0,9/6/2020,,,
VN30F1M,832.0,836.5,8/6/2020,,,
VN30F1M,813.0,825.0,5/6/2020,,,
VN30F1M,820.1,819.0,3/6/2020,,,
VN30F1M,813.9,808.1,2/6/2020,,,
VN30F1M,794.9,811.0,1/6/2020,,,
VN30F1M,788.6,785.0,29/05/2020,,,
VN30F1M,788.0,790.0,28/05/2020,,,
VN30F1M,810.9,782.9,27/05/2020,,,
VN30F1M,790.0,809.4,26/05/2020,,,
VN30F1M,776.5,782.0,25/05/2020,,,
VN30F1M,789.0,768.9,22/05/2020,,,
VN30F1M,807.5,864.0,21/05/2020,,,
VN30F1M,799.0,807.5,20/05/2020,,,
VN30F1M,805.3,799.5,19/05/2020,,,
VN30F1M,769.8,788.0,18/05/2020,,,
VN30F1M,773.0,766.7,15/05/2020,,,
VN30F1M,762.1,768.0,14/05/2020,,,
VN30F1M,755.0,770.3,13/05/2020,,,
VN30F1M,759.1,759.1,12/5/2020,,,
VN30F1M,758.3,762.2,11/5/2020,,,
VN30F1M,748.0,744.0,8/5/2020,,,
VN30F1M,718.0,742.0,7/5/2020,,,
VN30F1M,696.0,718.0,6/5/2020,,,
VN30F1M,689.0,695.3,5/5/2020,,,
VN30F1M,680.1,684.0,4/5/2020,,,
VN30F1M,696.0,702.5,29/04/2020,,,
VN30F1M,689.0,694.0,28/04/2020,,,
VN30F1M,706.9,692.5,27/04/2020,,,
VN30F1M,680.0,697.1,24/04/2020,,,
VN30F1M,691.0,678.9,23/04/2020,,,
VN30F1M,662.6,686.9,22/04/2020,,,
VN30F1M,703.5,670.1,21/04/2020,,,
VN30F1M,713.5,710.0,20/04/2020,,,
VN30F1M,723.0,716.5,17/04/2020,,,
VN30F1M,716.9,725.2,16/04/2020,,,
VN30F1M,705.9,717.5,15/04/2020,,,
VN30F1M,697.1,705.2,14/04/2020,,,
VN30F1M,676.1,689.7,13/04/2020,,,
VN30F1M,680.2,682.0,10/4/2020,,,
VN30F1M,681.0,680.2,9/4/2020,,,
VN30F1M,661.0,675.0,8/4/2020,,,
VN30F1M,675.8,677.0,7/4/2020,,,
VN30F1M,639.9,656.8,6/4/2020,,,
VN30F1M,604.0,613.9,3/4/2020,,,
VN30F1M,583.0,590.0,1/4/2020,,,
VN30F1M,592.0,578.7,31/03/2020,,,
VN30F1M,604.9,583.0,30/03/2020,,,
VN30F1M,632.3,615.0,27/03/2020,,,
VN30F1M,642.1,626.1,26/03/2020,,,
VN30F1M,639.9,648.3,25/03/2020,,,
VN30F1M,634.5,626.0,24/03/2020,,,
VN30F1M,642.0,625.1,23/03/2020,,,
VN30F1M,672.8,672.1,20/03/2020,,,
VN30F1M,686.0,678.0,19/03/2020,,,
VN30F1M,699.9,688.0,18/03/2020,,,
VN30F1M,682.0,700.6,17/03/2020,,,
VN30F1M,699.0,674.9,16/03/2020,,,
VN30F1M,668.0,712.3,13/03/2020,,,
VN30F1M,718.0,694.0,12/3/2020,,,
VN30F1M,778.9,745.0,11/3/2020,,,
VN30F1M,768.0,781.5,10/3/2020,,,
VN30F1M,796.2,774.1,9/3/2020,,,
VN30F1M,828.9,832.3,6/3/2020,,,
VN30F1M,845.1,836.0,5/3/2020,,,
VN30F1M,836.2,841.1,4/3/2020,,,
VN30F1M,846.5,838.0,3/3/2020,,,
VN30F1M,834.8,839.6,2/3/2020,,,
VN30F1M,833.0,830.1,28/02/2020,,,
VN30F1M,834.5,847.2,27/02/2020,,,
VN30F1M,825.0,836.6,26/02/2020,,,
VN30F1M,825.0,841.0,25/02/2020,,,
VN30F1M,850.0,829.0,24/02/2020,,,
VN30F1M,868.0,862.8,21/02/2020,,,
VN30F1M,867.5,871.7,20/02/2020,,,
VN30F1M,857.9,865.8,19/02/2020,,,
VN30F1M,862.7,856.0,18/02/2020,,,
VN30F1M,863.2,863.8,17/02/2020,,,
VN30F1M,859.5,861.8,14/02/2020,,,
VN30F1M,855.5,855.1,13/02/2020,,,
VN30F1M,849.1,856.6,12/2/2020,,,
VN30F1M,849.0,850.3,11/2/2020,,,
VN30F1M,851.0,846.1,10/2/2020,,,
VN30F1M,856.4,857.0,7/2/2020,,,
VN30F1M,846.0,860.5,6/2/2020,,,
VN30F1M,848.5,841.8,5/2/2020,,,
VN30F1M,844.8,842.2,4/2/2020,,,
VN30F1M,847.1,841.0,3/2/2020,,,
VN30F1M,879.0,852.0,31/01/2020,,,
VN30F1M,903.6,873.0,30/01/2020,,,
VN30F1M,902.7,909.0,22/01/2020,,,
VN30F1M,896.0,902.2,21/01/2020,,,
VN30F1M,893.0,896.9,20/01/2020,,,
VN30F1M,895.0,893.5,17/01/2020,,,
VN30F1M,886.5,892.1,16/01/2020,,,
VN30F1M,882.0,883.8,15/01/2020,,,
VN30F1M,880.5,882.3,14/01/2020,,,
VN30F1M,881.0,879.5,13/01/2020,,,
VN30F1M,876.1,878.7,10/1/2020,,,
VN30F1M,869.1,874.8,9/1/2020,,,
VN30F1M,868.0,863.7,8/1/2020,,,
VN30F1M,873.9,875.0,7/1/2020,,,
VN30F1M,877.5,872.0,6/1/2020,,,
VN30F1M,887.1,879.5,3/1/2020,,,
VN30F1M,877.5,886.3,2/1/2020,,,
